state,year,month,mean_percentile,region
Montana,2024,3,,West
Montana,2024,4,,West
Montana,2024,5,,West
Montana,2024,6,,West
Montana,2024,7,,West
Montana,2024,8,,West
Montana,2024,9,,West
Montana,2024,10,,West
Montana,2024,11,,West
Montana,2024,12,,West
Nebraska,2020,1,,Midwest
Nebraska,2020,2,,Midwest
Nebraska,2020,3,,Midwest
Nebraska,2020,4,,Midwest
Nebraska,2020,5,,Midwest
Nebraska,2020,6,,Midwest
Nebraska,2020,7,,Midwest
Nebraska,2020,8,,Midwest
Nebraska,2020,9,,Midwest
Nebraska,2020,10,,Midwest
Nebraska,2020,11,,Midwest
Nebraska,2020,12,,Midwest
Nebraska,2021,1,,Midwest
Nebraska,2021,2,,Midwest
Nebraska,2021,3,,Midwest
Nebraska,2021,4,,Midwest
Nebraska,2021,5,,Midwest
Nebraska,2021,6,,Midwest
Nebraska,2021,7,,Midwest
Nebraska,2021,8,,Midwest
Nebraska,2021,9,,Midwest
Nebraska,2021,10,,Midwest
Nebraska,2021,11,,Midwest
Nebraska,2021,12,,Midwest
Nebraska,2022,1,,Midwest
Nebraska,2022,2,,Midwest
Nebraska,2022,3,,Midwest
Nebraska,2022,4,,Midwest
Nebraska,2022,5,,Midwest
Nebraska,2022,6,,Midwest
Nebraska,2022,7,,Midwest
Nebraska,2022,8,,Midwest
Nebraska,2022,9,,Midwest
Nebraska,2022,10,,Midwest
Nebraska,2022,11,,Midwest
Nebraska,2022,12,,Midwest
Nebraska,2023,1,,Midwest
Nebraska,2023,2,,Midwest
Nebraska,2023,3,,Midwest
Nebraska,2023,4,,Midwest
Nebraska,2023,5,49.7876073338426,Midwest
Nebraska,2023,6,49.4910164609054,Midwest
Nebraska,2023,7,,Midwest
Nebraska,2023,8,49.0567245901639,Midwest
Nebraska,2023,9,,Midwest
Nebraska,2023,10,,Midwest
Nebraska,2023,11,,Midwest
Nebraska,2023,12,,Midwest
Nebraska,2024,1,,Midwest
Nebraska,2024,2,,Midwest
Nebraska,2024,3,,Midwest
Nebraska,2024,4,,Midwest
Nebraska,2024,5,,Midwest
Nebraska,2024,6,,Midwest
Nebraska,2024,7,,Midwest
Nebraska,2024,8,,Midwest
Nebraska,2024,9,,Midwest
Nebraska,2024,10,,Midwest
Nebraska,2024,11,,Midwest
Nebraska,2024,12,,Midwest
Nevada,2020,1,,West
Nevada,2020,2,,West
Nevada,2020,3,,West
Nevada,2020,4,,West
Nevada,2020,5,,West
Nevada,2020,6,,West
Nevada,2020,7,,West
Nevada,2020,8,,West
Nevada,2020,9,,West
Nevada,2020,10,,West
Nevada,2020,11,,West
Nevada,2020,12,,West
Nevada,2021,1,,West
Nevada,2021,2,,West
Nevada,2021,3,,West
Nevada,2021,4,,West
Nevada,2021,5,,West
Nevada,2021,6,,West
Nevada,2021,7,,West
Nevada,2021,8,,West
Nevada,2021,9,,West
Nevada,2021,10,,West
Nevada,2021,11,,West
Nevada,2021,12,,West
Nevada,2022,1,,West
Nevada,2022,2,,West
Nevada,2022,3,,West
Nevada,2022,4,,West
Nevada,2022,5,,West
Nevada,2022,6,,West
Nevada,2022,7,,West
Nevada,2022,8,,West
Nevada,2022,9,,West
Nevada,2022,10,,West
Nevada,2022,11,,West
Nevada,2022,12,,West
Nevada,2023,1,,West
Nevada,2023,2,,West
Nevada,2023,3,49.8336876876877,West
Nevada,2023,4,,West
Nevada,2023,5,,West
Nevada,2023,6,,West
Nevada,2023,7,,West
Nevada,2023,8,,West
Nevada,2023,9,,West
Nevada,2023,10,,West
Nevada,2023,11,53.5575681818182,West
Nevada,2023,12,,West
Nevada,2024,1,,West
Nevada,2024,2,,West
Nevada,2024,3,,West
Nevada,2024,4,,West
Nevada,2024,5,,West
Nevada,2024,6,,West
Nevada,2024,7,,West
Nevada,2024,8,,West
Nevada,2024,9,,West
Nevada,2024,10,,West
Nevada,2024,11,,West
Nevada,2024,12,,West
New Hampshire,2020,1,,Northeast
New Hampshire,2020,2,,Northeast
New Hampshire,2020,3,,Northeast
New Hampshire,2020,4,,Northeast
New Hampshire,2020,5,,Northeast
New Hampshire,2020,6,,Northeast
New Hampshire,2020,7,,Northeast
New Hampshire,2020,8,,Northeast
New Hampshire,2020,9,,Northeast
New Hampshire,2020,10,,Northeast
New Hampshire,2020,11,,Northeast
New Hampshire,2020,12,,Northeast
New Hampshire,2021,1,,Northeast
New Hampshire,2021,2,,Northeast
New Hampshire,2021,3,,Northeast
New Hampshire,2021,4,,Northeast
New Hampshire,2021,5,,Northeast
New Hampshire,2021,6,,Northeast
New Hampshire,2021,7,,Northeast
New Hampshire,2021,8,,Northeast
New Hampshire,2021,9,,Northeast
New Hampshire,2021,10,,Northeast
New Hampshire,2021,11,,Northeast
New Hampshire,2021,12,,Northeast
New Hampshire,2022,1,,Northeast
New Hampshire,2022,2,,Northeast
New Hampshire,2022,3,,Northeast
New Hampshire,2022,4,,Northeast
New Hampshire,2022,5,,Northeast
New Hampshire,2022,6,,Northeast
New Hampshire,2022,7,,Northeast
New Hampshire,2022,8,,Northeast
New Hampshire,2022,9,,Northeast
New Hampshire,2022,10,50.2773486973948,Northeast
New Hampshire,2022,11,51.1205110619469,Northeast
New Hampshire,2022,12,50.2709235261402,Northeast
New Hampshire,2023,1,50.2494764705882,Northeast
New Hampshire,2023,2,,Northeast
New Hampshire,2023,3,,Northeast
New Hampshire,2023,4,,Northeast
New Hampshire,2023,5,,Northeast
New Hampshire,2023,6,,Northeast
New Hampshire,2023,7,,Northeast
New Hampshire,2023,8,,Northeast
New Hampshire,2023,9,,Northeast
New Hampshire,2023,10,,Northeast
New Hampshire,2023,11,54.6937272727273,Northeast
New Hampshire,2023,12,52.3520625,Northeast
New Hampshire,2024,1,,Northeast
New Hampshire,2024,2,,Northeast
New Hampshire,2024,3,,Northeast
New Hampshire,2024,4,,Northeast
New Hampshire,2024,5,,Northeast
New Hampshire,2024,6,,Northeast
New Hampshire,2024,7,,Northeast
New Hampshire,2024,8,,Northeast
New Hampshire,2024,9,,Northeast
New Hampshire,2024,10,,Northeast
New Hampshire,2024,11,,Northeast
New Hampshire,2024,12,,Northeast
New Jersey,2020,1,,Northeast
New Jersey,2020,2,,Northeast
New Jersey,2020,3,,Northeast
New Jersey,2020,4,,Northeast
New Jersey,2020,5,,Northeast
New Jersey,2020,6,,Northeast
New Jersey,2020,7,,Northeast
New Jersey,2020,8,,Northeast
New Jersey,2020,9,,Northeast
New Jersey,2020,10,,Northeast
New Jersey,2020,11,,Northeast
New Jersey,2020,12,,Northeast
New Jersey,2021,1,,Northeast
New Jersey,2021,2,,Northeast
New Jersey,2021,3,,Northeast
New Jersey,2021,4,,Northeast
New Jersey,2021,5,,Northeast
New Jersey,2021,6,,Northeast
New Jersey,2021,7,,Northeast
New Jersey,2021,8,,Northeast
New Jersey,2021,9,,Northeast
New Jersey,2021,10,,Northeast
New Jersey,2021,11,,Northeast
New Jersey,2021,12,,Northeast
New Jersey,2022,1,,Northeast
New Jersey,2022,2,,Northeast
New Jersey,2022,3,,Northeast
New Jersey,2022,4,,Northeast
New Jersey,2022,5,,Northeast
New Jersey,2022,6,,Northeast
New Jersey,2022,7,,Northeast
New Jersey,2022,8,50.4592398589065,Northeast
New Jersey,2022,9,,Northeast
New Jersey,2022,10,,Northeast
New Jersey,2022,11,,Northeast
New Jersey,2022,12,50.1350719101124,Northeast
New Jersey,2023,1,50.9302672737011,Northeast
New Jersey,2023,2,50.9919212880143,Northeast
New Jersey,2023,3,51.1526389684814,Northeast
New Jersey,2023,4,49.2519353796446,Northeast
New Jersey,2023,5,49.3441509872242,Northeast
New Jersey,2023,6,49.0890068965517,Northeast
New Jersey,2023,7,48.6873172866521,Northeast
New Jersey,2023,8,49.4367626459144,Northeast
New Jersey,2023,9,,Northeast
New Jersey,2023,10,51.1972836879433,Northeast
New Jersey,2023,11,,Northeast
New Jersey,2023,12,,Northeast
New Jersey,2024,1,,Northeast
New Jersey,2024,2,,Northeast
New Jersey,2024,3,,Northeast
New Jersey,2024,4,,Northeast
New Jersey,2024,5,,Northeast
New Jersey,2024,6,,Northeast
New Jersey,2024,7,,Northeast
New Jersey,2024,8,,Northeast
New Jersey,2024,9,,Northeast
New Jersey,2024,10,,Northeast
New Jersey,2024,11,,Northeast
New Jersey,2024,12,,Northeast
New Mexico,2020,1,,West
New Mexico,2020,2,,West
New Mexico,2020,3,,West
New Mexico,2020,4,,West
New Mexico,2020,5,,West
New Mexico,2020,6,,West
New Mexico,2020,7,,West
New Mexico,2020,8,,West
New Mexico,2020,9,,West
New Mexico,2020,10,,West
New Mexico,2020,11,,West
New Mexico,2020,12,,West
New Mexico,2021,1,,West
New Mexico,2021,2,,West
New Mexico,2021,3,,West
New Mexico,2021,4,,West
New Mexico,2021,5,,West
New Mexico,2021,6,,West
New Mexico,2021,7,,West
New Mexico,2021,8,,West
New Mexico,2021,9,,West
New Mexico,2021,10,,West
New Mexico,2021,11,,West
New Mexico,2021,12,,West
New Mexico,2022,1,,West
New Mexico,2022,2,,West
New Mexico,2022,3,,West
New Mexico,2022,4,,West
New Mexico,2022,5,,West
New Mexico,2022,6,,West
New Mexico,2022,7,,West
New Mexico,2022,8,,West
New Mexico,2022,9,,West
New Mexico,2022,10,,West
New Mexico,2022,11,,West
New Mexico,2022,12,49.8782406542056,West
New Mexico,2023,1,,West
New Mexico,2023,2,50.4900724832215,West
New Mexico,2023,3,49.5526416184971,West
New Mexico,2023,4,,West
New Mexico,2023,5,,West
New Mexico,2023,6,,West
New Mexico,2023,7,,West
New Mexico,2023,8,,West
New Mexico,2023,9,,West
New Mexico,2023,10,,West
New Mexico,2023,11,53.0868863636364,West
New Mexico,2023,12,,West
New Mexico,2024,1,,West
New Mexico,2024,2,,West
New Mexico,2024,3,,West
New Mexico,2024,4,,West
New Mexico,2024,5,,West
New Mexico,2024,6,,West
New Mexico,2024,7,,West
New Mexico,2024,8,,West
New Mexico,2024,9,,West
New Mexico,2024,10,,West
New Mexico,2024,11,,West
New Mexico,2024,12,,West
New York,2020,1,,Northeast
New York,2020,2,,Northeast
New York,2020,3,,Northeast
New York,2020,4,,Northeast
New York,2020,5,,Northeast
New York,2020,6,,Northeast
New York,2020,7,,Northeast
New York,2020,8,,Northeast
New York,2020,9,,Northeast
New York,2020,10,,Northeast
New York,2020,11,,Northeast
New York,2020,12,,Northeast
New York,2021,1,,Northeast
New York,2021,2,,Northeast
New York,2021,3,,Northeast
New York,2021,4,,Northeast
New York,2021,5,,Northeast
New York,2021,6,,Northeast
New York,2021,7,,Northeast
New York,2021,8,,Northeast
New York,2021,9,,Northeast
New York,2021,10,49.8875863883378,Northeast
New York,2021,11,,Northeast
New York,2021,12,48.5207413793104,Northeast
New York,2022,1,49.7185947629158,Northeast
New York,2022,2,47.3592195300431,Northeast
New York,2022,3,48.9562439807384,Northeast
New York,2022,4,49.9262139005393,Northeast
New York,2022,5,49.4889444638491,Northeast
New York,2022,6,49.8670732484077,Northeast
New York,2022,7,50.4783836909871,Northeast
New York,2022,8,50.2844513213591,Northeast
New York,2022,9,51.5882546201232,Northeast
New York,2022,10,,Northeast
New York,2022,11,,Northeast
New York,2022,12,50.8619962593516,Northeast
New York,2023,1,49.8787926652142,Northeast
New York,2023,2,49.9959614412137,Northeast
New York,2023,3,47.2058175403226,Northeast
New York,2023,4,48.6748823082764,Northeast
New York,2023,5,44.3345130679534,Northeast
New York,2023,6,49.8428697318008,Northeast
New York,2023,7,100,Northeast
New York,2023,8,52.9582905027933,Northeast
New York,2023,9,,Northeast
New York,2023,10,,Northeast
New York,2023,11,,Northeast
New York,2023,12,,Northeast
New York,2024,1,,Northeast
New York,2024,2,,Northeast
New York,2024,3,,Northeast
New York,2024,4,,Northeast
New York,2024,5,,Northeast
New York,2024,6,,Northeast
New York,2024,7,,Northeast
New York,2024,8,,Northeast
New York,2024,9,,Northeast
New York,2024,10,,Northeast
New York,2024,11,,Northeast
New York,2024,12,,Northeast
North Carolina,2020,1,,South
North Carolina,2020,2,,South
North Carolina,2020,3,,South
North Carolina,2020,4,,South
North Carolina,2020,5,,South
North Carolina,2020,6,,South
North Carolina,2020,7,,South
North Carolina,2020,8,,South
North Carolina,2020,9,,South
North Carolina,2020,10,,South
North Carolina,2020,11,,South
North Carolina,2020,12,,South
North Carolina,2021,1,,South
North Carolina,2021,2,,South
North Carolina,2021,3,,South
North Carolina,2021,4,,South
North Carolina,2021,5,,South
North Carolina,2021,6,,South
North Carolina,2021,7,,South
North Carolina,2021,8,,South
North Carolina,2021,9,,South
North Carolina,2021,10,,South
North Carolina,2021,11,,South
North Carolina,2021,12,,South
North Carolina,2022,1,,South
North Carolina,2022,2,,South
North Carolina,2022,3,,South
North Carolina,2022,4,,South
North Carolina,2022,5,,South
North Carolina,2022,6,,South
North Carolina,2022,7,,South
North Carolina,2022,8,50.9156527272727,South
North Carolina,2022,9,50.4009358490566,South
North Carolina,2022,10,50.0628430470348,South
North Carolina,2022,11,50.6915404255319,South
North Carolina,2022,12,50.1041830357143,South
North Carolina,2023,1,50.8072613219094,South
North Carolina,2023,2,,South
North Carolina,2023,3,50.7688760869565,South
North Carolina,2023,4,50.6551722822632,South
North Carolina,2023,5,,South
North Carolina,2023,6,49.0882997668998,South
North Carolina,2023,7,49.5086805157593,South
North Carolina,2023,8,,South
North Carolina,2023,9,49.5428101265823,South
North Carolina,2023,10,,South
North Carolina,2023,11,,South
North Carolina,2023,12,43.4265625,South
North Carolina,2024,1,46.6781268656717,South
North Carolina,2024,2,,South
North Carolina,2024,3,,South
North Carolina,2024,4,,South
North Carolina,2024,5,,South
North Carolina,2024,6,,South
North Carolina,2024,7,,South
North Carolina,2024,8,,South
North Carolina,2024,9,,South
North Carolina,2024,10,,South
North Carolina,2024,11,,South
North Carolina,2024,12,,South
North Dakota,2020,1,,Midwest
North Dakota,2020,2,,Midwest
North Dakota,2020,3,,Midwest
North Dakota,2020,4,,Midwest
North Dakota,2020,5,,Midwest
North Dakota,2020,6,,Midwest
North Dakota,2020,7,,Midwest
North Dakota,2020,8,,Midwest
North Dakota,2020,9,,Midwest
North Dakota,2020,10,,Midwest
North Dakota,2020,11,,Midwest
North Dakota,2020,12,,Midwest
North Dakota,2021,1,,Midwest
North Dakota,2021,2,,Midwest
North Dakota,2021,3,,Midwest
North Dakota,2021,4,,Midwest
North Dakota,2021,5,,Midwest
North Dakota,2021,6,,Midwest
North Dakota,2021,7,,Midwest
North Dakota,2021,8,,Midwest
North Dakota,2021,9,,Midwest
North Dakota,2021,10,,Midwest
North Dakota,2021,11,,Midwest
North Dakota,2021,12,,Midwest
North Dakota,2022,1,,Midwest
North Dakota,2022,2,,Midwest
North Dakota,2022,3,,Midwest
North Dakota,2022,4,,Midwest
North Dakota,2022,5,,Midwest
North Dakota,2022,6,,Midwest
North Dakota,2022,7,,Midwest
North Dakota,2022,8,,Midwest
North Dakota,2022,9,,Midwest
North Dakota,2022,10,,Midwest
North Dakota,2022,11,,Midwest
North Dakota,2022,12,,Midwest
North Dakota,2023,1,,Midwest
North Dakota,2023,2,,Midwest
North Dakota,2023,3,,Midwest
North Dakota,2023,4,,Midwest
North Dakota,2023,5,,Midwest
North Dakota,2023,6,,Midwest
North Dakota,2023,7,,Midwest
North Dakota,2023,8,,Midwest
North Dakota,2023,9,,Midwest
North Dakota,2023,10,,Midwest
North Dakota,2023,11,,Midwest
North Dakota,2023,12,,Midwest
North Dakota,2024,1,,Midwest
North Dakota,2024,2,,Midwest
North Dakota,2024,3,,Midwest
North Dakota,2024,4,,Midwest
North Dakota,2024,5,,Midwest
North Dakota,2024,6,,Midwest
North Dakota,2024,7,,Midwest
North Dakota,2024,8,,Midwest
North Dakota,2024,9,,Midwest
North Dakota,2024,10,,Midwest
North Dakota,2024,11,,Midwest
North Dakota,2024,12,,Midwest
Ohio,2020,1,,Midwest
Ohio,2020,2,,Midwest
Ohio,2020,3,,Midwest
Ohio,2020,4,,Midwest
Ohio,2020,5,,Midwest
Ohio,2020,6,,Midwest
Ohio,2020,7,,Midwest
Ohio,2020,8,,Midwest
Ohio,2020,9,,Midwest
Ohio,2020,10,,Midwest
Ohio,2020,11,,Midwest
Ohio,2020,12,,Midwest
Ohio,2021,1,,Midwest
Ohio,2021,2,,Midwest
Ohio,2021,3,,Midwest
Ohio,2021,4,,Midwest
Ohio,2021,5,,Midwest
Ohio,2021,6,,Midwest
Ohio,2021,7,,Midwest
Ohio,2021,8,,Midwest
Ohio,2021,9,,Midwest
Ohio,2021,10,,Midwest
Ohio,2021,11,,Midwest
Ohio,2021,12,,Midwest
Ohio,2022,1,,Midwest
Ohio,2022,2,,Midwest
Ohio,2022,3,,Midwest
Ohio,2022,4,,Midwest
Ohio,2022,5,,Midwest
Ohio,2022,6,,Midwest
Ohio,2022,7,,Midwest
Ohio,2022,8,,Midwest
Ohio,2022,9,,Midwest
Ohio,2022,10,,Midwest
Ohio,2022,11,,Midwest
Ohio,2022,12,50.7343853211009,Midwest
Ohio,2023,1,49.9380338983051,Midwest
Ohio,2023,2,,Midwest
Ohio,2023,3,,Midwest
Ohio,2023,4,,Midwest
Ohio,2023,5,,Midwest
Ohio,2023,6,,Midwest
Ohio,2023,7,,Midwest
Ohio,2023,8,,Midwest
Ohio,2023,9,50.4205432332522,Midwest
Ohio,2023,10,50.4142061068702,Midwest
Ohio,2023,11,49.5230454545455,Midwest
Ohio,2023,12,,Midwest
Ohio,2024,1,,Midwest
Ohio,2024,2,,Midwest
Ohio,2024,3,,Midwest
Ohio,2024,4,,Midwest
Ohio,2024,5,,Midwest
Ohio,2024,6,,Midwest
Ohio,2024,7,,Midwest
Ohio,2024,8,,Midwest
Ohio,2024,9,,Midwest
Ohio,2024,10,,Midwest
Ohio,2024,11,,Midwest
Ohio,2024,12,,Midwest
Oklahoma,2020,1,,South
Oklahoma,2020,2,,South
Oklahoma,2020,3,,South
Oklahoma,2020,4,,South
Oklahoma,2020,5,,South
Oklahoma,2020,6,,South
Oklahoma,2020,7,,South
Oklahoma,2020,8,,South
Oklahoma,2020,9,,South
Oklahoma,2020,10,,South
Oklahoma,2020,11,,South
Oklahoma,2020,12,,South
Oklahoma,2021,1,,South
Oklahoma,2021,2,,South
Oklahoma,2021,3,,South
Oklahoma,2021,4,,South
Oklahoma,2021,5,,South
Oklahoma,2021,6,,South
Oklahoma,2021,7,,South
Oklahoma,2021,8,,South
Oklahoma,2021,9,,South
Oklahoma,2021,10,,South
Oklahoma,2021,11,,South
Oklahoma,2021,12,,South
Oklahoma,2022,1,,South
Oklahoma,2022,2,,South
Oklahoma,2022,3,,South
Oklahoma,2022,4,,South
Oklahoma,2022,5,,South
Oklahoma,2022,6,,South
Oklahoma,2022,7,,South
Oklahoma,2022,8,,South
Oklahoma,2022,9,,South
Oklahoma,2022,10,,South
Oklahoma,2022,11,,South
Oklahoma,2022,12,,South
Oklahoma,2023,1,50.7605333657272,South
Oklahoma,2023,2,48.2509162011173,South
Oklahoma,2023,3,,South
Oklahoma,2023,4,,South
Oklahoma,2023,5,,South
Oklahoma,2023,6,,South
Oklahoma,2023,7,,South
Oklahoma,2023,8,,South
Oklahoma,2023,9,,South
Oklahoma,2023,10,,South
Oklahoma,2023,11,,South
Oklahoma,2023,12,54.464175,South
Oklahoma,2024,1,,South
Oklahoma,2024,2,,South
Oklahoma,2024,3,,South
Oklahoma,2024,4,,South
Oklahoma,2024,5,,South
Oklahoma,2024,6,,South
Oklahoma,2024,7,,South
Oklahoma,2024,8,,South
Oklahoma,2024,9,,South
Oklahoma,2024,10,,South
Oklahoma,2024,11,,South
Oklahoma,2024,12,,South
Oregon,2020,1,,West
Oregon,2020,2,,West
Oregon,2020,3,,West
Oregon,2020,4,,West
Oregon,2020,5,,West
Oregon,2020,6,,West
Oregon,2020,7,,West
Oregon,2020,8,,West
Oregon,2020,9,48.1954136968085,West
Oregon,2020,10,49.3589767388826,West
Oregon,2020,11,48.1920322164948,West
Oregon,2020,12,47.5606056415929,West
Oregon,2021,1,,West
Oregon,2021,2,,West
Oregon,2021,3,,West
Oregon,2021,4,,West
Oregon,2021,5,52.3622045929019,West
Oregon,2021,6,47.8443874813711,West
Oregon,2021,7,,West
Oregon,2021,8,,West
Oregon,2021,9,,West
Oregon,2021,10,,West
Oregon,2021,11,,West
Oregon,2021,12,,West
Oregon,2022,1,,West
Oregon,2022,2,,West
Oregon,2022,3,,West
Oregon,2022,4,,West
Oregon,2022,5,,West
Oregon,2022,6,,West
Oregon,2022,7,,West
Oregon,2022,8,,West
Oregon,2022,9,,West
Oregon,2022,10,,West
Oregon,2022,11,,West
Oregon,2022,12,,West
Oregon,2023,1,,West
Oregon,2023,2,,West
Oregon,2023,3,,West
Oregon,2023,4,,West
Oregon,2023,5,45.0750347222222,West
Oregon,2023,6,,West
Oregon,2023,7,,West
Oregon,2023,8,,West
Oregon,2023,9,,West
Oregon,2023,10,,West
Oregon,2023,11,,West
Oregon,2023,12,,West
Oregon,2024,1,,West
Oregon,2024,2,,West
Oregon,2024,3,,West
Oregon,2024,4,,West
Oregon,2024,5,,West
Oregon,2024,6,,West
Oregon,2024,7,,West
Oregon,2024,8,,West
Oregon,2024,9,,West
Oregon,2024,10,,West
Oregon,2024,11,,West
Oregon,2024,12,,West
Pennsylvania,2020,1,,Northeast
Pennsylvania,2020,2,,Northeast
Pennsylvania,2020,3,,Northeast
Pennsylvania,2020,4,,Northeast
Pennsylvania,2020,5,,Northeast
Pennsylvania,2020,6,,Northeast
Pennsylvania,2020,7,,Northeast
Pennsylvania,2020,8,,Northeast
Pennsylvania,2020,9,,Northeast
Pennsylvania,2020,10,,Northeast
Pennsylvania,2020,11,,Northeast
Pennsylvania,2020,12,,Northeast
Pennsylvania,2021,1,,Northeast
Pennsylvania,2021,2,,Northeast
Pennsylvania,2021,3,,Northeast
Pennsylvania,2021,4,,Northeast
Pennsylvania,2021,5,,Northeast
Pennsylvania,2021,6,,Northeast
Pennsylvania,2021,7,,Northeast
Pennsylvania,2021,8,,Northeast
Pennsylvania,2021,9,,Northeast
Pennsylvania,2021,10,,Northeast
Pennsylvania,2021,11,,Northeast
Pennsylvania,2021,12,,Northeast
Pennsylvania,2022,1,,Northeast
Pennsylvania,2022,2,,Northeast
Pennsylvania,2022,3,,Northeast
Pennsylvania,2022,4,,Northeast
Pennsylvania,2022,5,,Northeast
Pennsylvania,2022,6,,Northeast
Pennsylvania,2022,7,50.7861511587686,Northeast
Pennsylvania,2022,8,50.3403947368421,Northeast
Pennsylvania,2022,9,,Northeast
Pennsylvania,2022,10,50.2511356045424,Northeast
Pennsylvania,2022,11,,Northeast
Pennsylvania,2022,12,,Northeast
Pennsylvania,2023,1,,Northeast
Pennsylvania,2023,2,,Northeast
Pennsylvania,2023,3,,Northeast
Pennsylvania,2023,4,,Northeast
Pennsylvania,2023,5,,Northeast
Pennsylvania,2023,6,49.0256261488289,Northeast
Pennsylvania,2023,7,50.4983690987125,Northeast
